  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.50,  0.00
  0.00,  0.00,  0.00, 10.50,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00, 36.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.10,  0.00,  0.80,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00, 46.50,  0.00
 12.50,  0.50,  0.00,  1.60,  0.00
 94.00,  0.00,  8.50,  0.80, 14.20
  6.30,  7.00,  6.50,  0.00,  7.60
  1.50,  0.00,  0.00,  1.50,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00, 36.50,  0.00
  0.00,  0.00,  0.00,  1.00,  0.20
  0.00,  0.00,  0.00,  0.20,  2.80
  0.00,  0.00,  0.00,  0.40,  0.60
  0.00,  0.00,  0.00, 15.40,  0.00
  0.00,  0.00,  0.00, 40.50,  0.00
  0.00,  0.00,  0.00, 17.00,  0.00
  0.00,  0.00,  0.00,  1.20,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  3.00,  0.50,  0.00
  0.00,  0.00,  0.00,  5.00,  0.00
  0.00,  0.00,  0.00, 40.00,  0.00
  0.00,  0.00,  0.00,  7.50,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.60,  0.00,  0.00, 18.00,  0.00
  0.00,  0.00,  0.00,  6.50,  0.00
  0.00,  0.00,  0.50,  0.50,  0.00
  0.00,  1.90,  0.00,  1.00,  0.00
  0.00,  9.00,  0.50,  2.50,  0.00
  0.00,  9.00,  0.00,  0.00,  0.00
  0.00,  1.00,  0.00,  0.00,  0.00
  0.00, 17.00,  0.00,  0.00,  0.40
  0.00, 65.50,  0.00,  0.00,  1.80
  0.00,  3.00,  0.00,  0.00,  0.00
  0.00,  1.50,  0.00,  5.40,  0.00
  0.00,  8.50,  0.00,  0.00,  0.00
  0.00,  8.00,  0.00,  0.00,  0.00
  2.00,  4.00,  0.00, 22.00,  0.00
  0.50,  0.00,  2.00,  0.50,  0.00
  3.00,  0.00,  8.50,  0.00,  0.00
  0.00,  0.00,  0.00,  0.50,  0.00
  0.00, 13.50,  0.00,  2.50,  0.00
  0.00, 17.00,  0.00,  0.10,  0.00
213.50,  0.00,  0.00,  0.50,  5.70
 72.50,  0.00,  2.00,  0.00,  0.00
 30.50,  0.00,  0.00,  0.00, 19.80
 18.50,  0.00,  0.00,  1.70,  3.30
 17.00,  0.00, 66.50,  1.70, 20.40
  0.00,  0.00,  0.00,  0.00, 16.50
  0.00,  0.00,  0.00,  8.20, 14.20
  0.00,  0.00,  0.50, 10.50,  0.00
  0.00,  0.00,  0.50,  0.00,  0.00
109.00,  0.00,  0.50,  0.00,  0.90
  3.00,  5.50,  0.00,  0.00,  0.00
 40.50,  1.00,  0.00,  0.00,  0.00
  7.00,  8.00,  1.30,  0.00,  0.30
  0.00,  3.00,  1.50,  0.00,  0.00
  0.00, 13.20,  9.50,  0.00, 22.00
  0.00, 10.50,  0.50,  0.00,  5.80
  0.00, 13.00,  0.70,  0.00,  0.30
  0.00,  0.50,  0.00,  2.50,  0.00
  0.00,  0.00,  6.00, 13.50, 38.60
  0.00,  0.00, 28.50, 34.00,  0.00
  0.00,  7.40,  8.50,  6.50,  0.00
  0.00,  5.00,  0.00,  4.00,  4.00
  0.00,  0.00,  0.00, 65.50,  4.60
  0.00,  0.00,  0.00,  9.00,  0.00
  0.00,  0.00,  0.00,  4.10, 22.00
  0.00,  0.00,  0.00,  4.00,  0.20
  0.00,  0.00,  0.00,  2.50,  2.40
  0.00,  0.00,  0.00, 25.50,  4.50
  0.00,  0.00,  0.00,  2.50,  0.00
  1.00,  0.00,  0.50,  3.50,  0.00
  0.00,  0.00,  0.00,  7.00,  3.70
  6.50,  0.00, 25.00,  0.00,  2.90
  3.50,  0.00,  8.00, 57.00,  0.00
  4.00,  0.00, 13.50, 11.60, 17.40
  0.50,  0.00, 13.00, 18.60,  4.00
  0.00,  0.00, 17.50,  0.00,  0.00
  2.50,  0.00,  0.00,  0.00,  0.00
  1.50,  1.20,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00, 10.00,  0.00,  0.00, 37.10
  0.00,  0.00,  0.00,  0.10,  9.80
  8.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.50,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  1.00,  0.00,  0.00,  0.00,  0.00
  0.90,  0.00,  0.00,  0.00,  0.00
  1.50, 12.50,  0.50,  0.00, 11.00
  1.00,  0.50, 12.50,  0.00,  0.00
  0.60,  0.00,  2.00,  0.00,  0.00
  0.00,  0.00, 12.50,  0.00,  0.00
  0.00,  0.00, 20.00, 17.40, 32.00
  0.50,  0.00,  4.50, 11.00, 18.60
  0.00,  0.00,  0.00,  3.20,  2.60
  0.00,  0.00,  0.00, 52.60,  0.50
  0.00,  0.00,  0.00, 20.00,  0.00
  0.00,  0.00,  0.00,  3.60,  0.00
  0.00,  0.00,  0.00,  0.30,  0.00
  0.00,  0.00,  2.50,  0.00,  1.30
  0.00,  0.00,  3.00, 22.50,  0.00
  0.00,  0.40, 13.00,  0.00,  3.20
  0.00,  0.00, 33.50,  0.00, 21.00
  1.30,  0.00,  0.00,  0.00,  4.60
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00, 33.50,  0.00,  0.00,  0.00
  0.00, 17.00,  0.00,  6.50,  0.00
  0.20, 24.00,  0.00, 10.70,  4.20
  0.00,  0.00,  0.00,  0.00, 12.50
  0.00,  0.00,  0.00, 23.70,  0.00
  0.00,  0.00,  0.00,  0.50,  0.00
  0.00,  1.50,  0.00,  0.00,  0.00
  0.00, 24.00,  0.00,  0.60,  0.00
  0.00,  0.00,  0.00,  4.20,  0.00
  0.00,  0.00,  0.20,  0.00,  0.00
  1.50,  0.80, 11.00,  6.50,  0.00
  1.50, 60.00, 23.00,  0.00,  0.00
  0.50,  3.00,  0.00,  0.00,  0.00
  2.50,  7.50,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  2.00,  3.50,  0.00,  0.00,  9.60
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00, 18.00,  0.00
  0.00,  0.30, 12.00, 17.30,  0.00
  0.00,  3.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00, 51.50,  0.00,  0.00, 13.50
  2.00,  5.50,  0.00,  0.00, 44.50
  0.00,  0.00,  0.00,  9.00,  0.00
  0.00,  2.00,  0.00,  0.00,  0.00
  0.00, 21.50,  0.00,  0.00,  0.80
  0.00, 68.50,121.50,  0.00,  1.50
  0.00,241.00,  0.50,  0.00,  0.00
  0.00, 27.50, 15.00,  1.10,  0.00
  0.00,  4.00, 43.00, 12.60,  0.00
  0.00,  0.00,112.00,  7.50, 11.20
  0.00,  0.00,  2.50,  7.40,  2.20
  0.00, 21.50,  2.60,  0.00,  0.00
  6.00,  0.50,  0.50,  0.00,  0.10
 12.50,  0.00,  1.00,  0.00,  0.00
  0.00, 17.00,  0.00,  0.00,  0.00
  0.50,  5.00,  0.00,  0.00,  0.00
  8.00,  0.00, 16.00,  0.00,  0.00
  0.00,  0.00,  0.60,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,111.60
  0.00,  0.00,  0.00,149.00,129.20
  0.00,  0.00,  0.00, 15.00, 26.70
  0.00, 41.00,  0.00,  0.00,  1.00
  0.00, 33.00,  2.00,  0.00,  0.00
  0.00,  7.50,  0.00,  4.40,  0.00
  0.00, 34.50,  0.00,  0.00,  0.00
  0.00,  3.00,  0.00,  0.00,  0.00
  0.00,  5.00,  0.00,  3.40,  0.00
  0.50,  2.50,  0.00, 11.40, 10.50
  0.00,  0.00,  0.00,  8.50,  0.80
  0.00,  0.00,  0.00, 10.80,  0.00
  0.00,  0.30,  0.00, 53.70,246.50
  0.00,  1.00,  0.00,199.50, 63.10
  2.00,  0.00,  0.00,  0.00, 68.10
 38.00,  0.00,  0.00,  0.00, 43.50
 19.50,  0.00,  0.00,  0.00, 47.50
 46.50,  0.00,  0.00,  0.00, 12.00
 21.00,  0.00,  0.00,  0.00,  0.00
